messiness,0.84135901927948
placidity,0.828355073928833
general_sense,0.8189330697059631
pervading,0.8149822950363159
pessimism,0.8107202053070068
beauty,0.8103423714637756
sublimity,0.8084430694580078
exhilaration,0.8079957962036133
childlike_wonder,0.7993515729904175
lurking_beneath,0.7917590141296387
peacefulness,0.7905704379081726
dislocation,0.790160059928894
disorientation,0.7873997688293457
bodily,0.7848012447357178
otherworldliness,0.7846206426620483
human_experience,0.7841717004776001
nauseating,0.781914234161377
human_emotions,0.781414270401001
coldness,0.7813786268234253
incapacitating,0.7789042592048645
elation,0.7786211967468262
blackness,0.7749655246734619
apprehension,0.7746182084083557
serenity,0.7742601633071899
weightlessness,0.7738340497016907
corporeal,0.7737430930137634
estrangement,0.7737075090408325
necessities,0.7720264792442322
brightness,0.7717753052711487
imperfection,0.7713803052902222
connectivity,0.7711840867996216
listlessness,0.7711162567138672
deviance,0.7707593441009521
discomfort,0.7707458734512329
eeriness,0.7702230215072632
deeply_felt,0.7701062560081482
disturbance,0.7691456079483032
undercurrents,0.7688920497894287
wonderment,0.7681177854537964
hesitancy,0.7679924964904785
disquiet,0.7679125070571899
fascination,0.767123818397522
bleakness,0.7653727531433105
quietude,0.7653087377548218
positivity,0.7648180723190308
palpable_sense,0.764651358127594
intangible,0.7644231915473938
daily_life,0.76349937915802
naïveté,0.762736976146698
instill,0.7624514102935791
agitation,0.7624350786209106
precariousness,0.7618577480316162
permeating,0.761812686920166
conflict_between,0.7617213129997253
bigness,0.7606592178344727
ineffable,0.7606303691864014
bewilderment,0.7605701088905334
detracts_from,0.7603273391723633
repression,0.760096549987793
fragility,0.7599823474884033
all_consuming,0.7595202922821045
introversion,0.7586424350738525
emptiness,0.7584541440010071
resonances,0.7583086490631104
religiosity,0.7567555904388428
abounds,0.7565841674804688
harshness,0.7564002871513367
newfound_sense,0.755720853805542
overstimulation,0.7556546926498413
lingering_sense,0.7552643418312073
uneasiness,0.7549042701721191
wide_angle,0.75484299659729
jubilance,0.7547815442085266
stimulation,0.7546168565750122
aggressiveness,0.7541810274124146
stagnancy,0.7541767358779907
overall_vibe,0.7538238763809204
nourishment,0.753752589225769
freakiness,0.753307580947876
pang,0.7532817125320435
uncertainty,0.7531267404556274
realism,0.7523099184036255
post_adolescent,0.7522926330566406
self_doubt,0.7517927289009094
nakedness,0.7515924572944641
prettiness,0.7512906193733215
ethereality,0.7512006759643555
sensory,0.7504080533981323
heightened_sense,0.7502173781394958
vastness,0.7502009868621826
hopelessness,0.7497299909591675
surreality,0.7494620084762573
clumsiness,0.749225378036499
induces,0.7491065859794617
helplessness,0.7487906813621521
instability,0.7483053207397461
steadiness,0.7480680346488953
dejection,0.7479568719863892
aspiration,0.7472466826438904
mistrust,0.747076153755188
displacement,0.7467554807662964
assuredness,0.7464678287506104
existentialism,0.7459580302238464
human_emotion,0.7458330988883972
deadening,0.7454676032066345
inertia,0.7453210353851318
self_possession,0.745241641998291
acceleration,0.7448706030845642
loveliness,0.7442643642425537
exertion,0.7441816329956055
lucidity,0.7441515922546387
fetishization,0.7436552047729492
gentleness,0.743518590927124
newness,0.7431187629699707
raw_emotion,0.7427125573158264
cleansing,0.7426971197128296
transience,0.742551326751709
basic_human,0.7424435019493103
unease,0.742231011390686
confusion,0.7415924668312073
exigencies,0.7415230870246887
surface_level,0.7414318323135376
provokes,0.7413585782051086
unadulterated,0.7412114143371582
an_undercurrent,0.7411104440689087
homogeneity,0.741060197353363
tranquility,0.7409184575080872
consonance,0.7403602600097656
tapping_into,0.739458441734314
delicate_balance,0.7394272685050964
powerlessness,0.7388315796852112
spirituality,0.7388315200805664
neediness,0.738580584526062
disconnection,0.7385196685791016
reciprocity,0.7383655309677124
hollowness,0.7379560470581055
begets,0.7378152012825012
hostility,0.7370955348014832
